index,premise,hypothesis,concatenation_spectral_k2,concatenation_gmm_k2,concatenation_hierarchical_k2,concatenation_spectral_k3,concatenation_gmm_k3,concatenation_hierarchical_k3,concatenation_spectral_k4,concatenation_gmm_k4,concatenation_hierarchical_k4,concatenation_spectral_k5,concatenation_gmm_k5,concatenation_hierarchical_k5,concatenation_spectral_k10,concatenation_gmm_k10,concatenation_hierarchical_k10,semantic_coherence_spectral_k2,semantic_coherence_gmm_k2,semantic_coherence_hierarchical_k2,semantic_coherence_spectral_k3,semantic_coherence_gmm_k3,semantic_coherence_hierarchical_k3,semantic_coherence_spectral_k4,semantic_coherence_gmm_k4,semantic_coherence_hierarchical_k4,semantic_coherence_spectral_k5,semantic_coherence_gmm_k5,semantic_coherence_hierarchical_k5,semantic_coherence_spectral_k10,semantic_coherence_gmm_k10,semantic_coherence_hierarchical_k10
1057,Children serving at a community dinner.,Children are playing baseball.,0,0,0,2,0,2,2,0,2,1,2,2,3,7,7,0,0,0,2,0,0,2,0,0,2,0,1,5,3,7
1058,"A man dressed in blue and white is suspended in air with his motorbike, while two other men in white and black helmets stand below.",a man drives a semi truck,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1059,"Pedestrians walking on a crowded street in an asian city, seen from the back.",Two men are eating hot dogs while watching TV.,0,0,0,1,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1060,"A room full of children raise their hands, fingers extended, to the sky.",There is a room with a single child.,0,1,1,2,0,0,0,0,1,2,2,4,9,7,8,0,0,0,0,0,0,0,0,0,0,4,1,1,3,5
1061,Small band playing at front of pub.,A man is walking around,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1062,A man on a boat feeding many water birds and two parents in chairs with their little girl on the side.,A man ice skates across a frozen pond while 3 others watch.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,1,6,0
1063,A man in ice climbing gear holds a rope.,A woman and a shark go to the movies.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1064,Closeup of a male's hands steaming milk.,A male is white.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,1,0
1065,A traveler sits on a bridge next to his pack.,A traveler lays down on the bridge to block traffic.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
1066,Fisherman at the market weighing their catch at the end of a long day.,They men are singing in a club,0,0,0,2,0,2,0,0,2,2,0,2,9,0,4,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1067,a tennis player wearing a green shirt about to hit a ball with his racquet.,The tennis player is a girl.,0,1,0,2,2,2,2,3,2,0,3,2,3,4,7,0,1,0,0,0,2,0,0,2,0,0,2,1,5,2
1068,a boy in a blue t-shirt is airborne on a skateboard in a skate park.,A man is sleeping.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,4,4
1069,"Protesters holding picket signs up, man in center with a blue I<3NY shirt.",people are having coffee in a shop,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1070,"A rock band performing on a stage a guitarist, singer and a drummer",A rock band is tap dancing.,0,0,0,2,0,2,0,0,2,2,0,2,6,6,4,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0
1071,A biker pumps up the air in his bike tires while the bike is attached to his car.,A biker pumps up his pool outside.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,7,0
1072,A girl in a pink jacket is walking through a large puddle.,girl enjoying the dry day,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
1073,A guy performing a bicycle jump trick for an audience.,tony hawk is performing a skating trick,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,0,2,0,3,2,0,3,2,8,3,2
1074,"Two women walk towards a fire hydrant, painted with a face on it.",Two women swim in a water fountain.,0,0,0,2,0,1,0,0,0,2,0,1,9,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1
1075,Two females from different teams playing basketball.,Two woman play backgammon.,0,0,0,2,0,2,2,0,2,1,3,2,3,9,7,0,1,0,0,0,0,0,3,0,0,0,0,1,1,1
1076,An African woman in a brightly colored dress is playing her drum.,The lady is fighting.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
1077,A man in a black striped shirt is erasing a chalkboard while facing it.,A man in a black striped shirt is walking along the street.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,2,2,7,1,2
1078,A large group of what appear to be Indian women and children stand for a photo outside of a building.,A large group of chinese people are eating at a buffet.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
1079,A group of people walk down a city street at night.,A man combs his hair for a date.,0,0,0,1,1,1,0,1,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1080,A woman pushes a child in a stroller with several people on bikes behind.,There is a child pushing a stroller filled with stuffed animals across a driveway.,0,1,0,1,2,1,1,3,0,0,2,1,9,1,5,0,1,0,0,0,0,0,3,0,0,3,1,1,3,5
1081,A woman in a black short-sleeved shirt smiles at the camera as she mixes a drink.,A woman in a white shirt smiles as she makes a drink.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
1082,"Three women and one young girl, all with white flowers in their hair, are sitting facing forward.",Three men and one boy are sitting.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,8
1083,Three females are sitting on the ground while one has device in her right hand.,Three women at standing up to leave,0,0,0,2,0,1,0,3,0,2,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
1084,"Four elementary-aged children, two boys and two girls, play on a green lawn with a tree and a building in the background.","4 kids are inside their house, reading a book in front of the fireplace.",0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,2,0,0,2,0,0,2,0,1,5,3,7
1085,A woman and a man standing on a busy city street smiling.,The woman and the man are frowning.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
1086,Three people sit on a bench under palm trees.,A tornado is sweeping the people away,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1087,A dog is playing catch on the grassy plain,A dog is playing by himself indoors.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,4,3,2,9,3
1088,"A group of people, some of whom are standing and using chopsticks, surround a table which is laden with plates of food.",A group of people surrounding a table which has no more food left.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1089,A woman enjoying the breeze of a primitive fan.,The woman is running down the road.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,0,0,2,0,0,2,0,0,4,0,7,8,1
1090,A man who is wearing a black coat is on the back of a four seat bicycle with three children riding on the seats in front of him.,The man in the coat was driving a car.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,2,1,0,2,4,7,6,9
1091,Food workers sort through new stock while wearing blue gloves.,The workers are not wearing gloves.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,1,0,0,1,0,0,3,0,0,3,0,1,3,0
1092,Two men sit on a bench in front of a three tier fountain.,A woman combs her hair.,0,0,0,1,2,1,1,3,0,0,3,0,2,4,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1093,An old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by.,An old man is playing a stringed instrument in a large theater.,0,1,0,1,1,2,0,1,2,0,1,2,6,8,4,0,1,0,0,1,0,0,1,0,0,1,0,7,0,0
1094,A middle Eastern woman wearing green is sitting on a stone step holding a box of cigarettes.,A woman is standing outside in a red dress.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,4,0,1,8,1
1095,A young girl sporting a pink and brown shirt blows a bubble with gum.,A young girl is eating a banana.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
1096,Man performing stunts with his motorcycle.,A man is sitting in his car.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1097,Onlookers looking upon a play being performed.,An audience awaits for a play to begin.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,7,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1098,Three young girls are taking part in martial arts.,Three young girls are baking a cake.,0,0,0,2,0,1,2,0,0,4,0,1,2,7,6,0,1,0,0,1,2,0,1,2,0,0,2,1,0,2
1099,A woman with a red and orange apron makes paper-mache orbs while her friend leans into the frame.,All of them are men,0,0,0,2,0,1,0,0,0,2,0,1,9,9,5,0,0,1,0,2,1,0,2,1,0,4,4,7,2,9
1100,a midget jumps over another midget.,The full grown men play rock paper scissors,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
1101,A person and a dog run on a paved road near a forest.,A man and a dog running from a horde of zombies.,1,1,1,0,1,0,3,2,3,3,4,3,1,3,3,0,1,0,0,0,2,0,3,2,0,3,2,1,3,2
1102,A woman in a batik dress walking on the beach.,woman lies in bed,0,1,0,1,2,1,1,3,0,0,3,0,2,9,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1103,Two kids slide down a giant inflatable slide.,Kids are eating cake.,0,0,0,2,0,1,2,0,0,4,2,0,0,7,0,0,1,0,2,0,0,2,0,0,2,0,1,5,3,7
1104,A boy in blue runs towards the waves in the ocean.,A man wearing a tuxedo cries.,0,1,1,1,1,0,2,1,1,4,1,4,0,2,9,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
1105,The white dog with pointed ears is running on the dirt.,The dog ran away,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,0,0,1,3,3,1,3,3,2,9,3
1106,"A man is standing in the road, smiling.",A man is sad when he goes to bed.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
1107,A woman puts the firewood in order.,The woman sits by the warm fire.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1
1108,"A man in a green t-shirt walks down a beach, carrying his tennis shoes.",The woman in blue walked down the beach in tennis shoes.,0,1,0,1,2,2,1,3,2,0,3,2,1,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0
1109,Two men are working in a field by a den as their dog is about to walk up on them.,The women are petting the cat.,1,0,1,0,0,0,3,2,3,3,4,3,4,0,3,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1110,Five children are being sprayed by a water fountain,Six children are sitting in class at school.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,2,0,0,2,0,0,2,0,1,5,3,7
1111,A vendor selling things outside of a building.,A dog selling things outside of a building.,0,1,0,1,1,1,1,1,0,0,1,0,2,1,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1112,A group of workers wearing orange vest painting in a British rail station.,Some guys are purchasing some paint.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,2,0,3,2,0,3,2,1,3,2
1113,A man with a chainsaw is carving a bird out of wood.,A man is carving a dog out of ice.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,2,0,7,1,0
1114,A girl is doing a back flip in the air while several other girls wait to catch her.,The girl is doing a cartwheel.,0,1,0,1,2,1,2,3,0,4,2,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,0,6,5,6
1115,A man and a woman sitting on a dock.,two people standing in a field.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
1116,Workers in neon green vests work in front of large buildings.,Pele lives on an iceberg.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1117,A woman in a red skirt is walking on the street with graffiti in the background.,A woman in a spring dress walks her dog through a nice little neighborhood.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
1118,Two baseball players trying to catch a ball in the outfield.,One baseball player already caught a ball in the outfield.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,1,2,0,1,2,0,1,2,9,7,2
1119,"There are two swimmers in the ocean holding onto a rope, which has a balloon at the end of it.",The men are sunbathing on the beach.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,2,0,0,2,0,0,4,0,7,8,0
1120,A white dog standing on leaves on the ground.,A dog is entering the house.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,2,0,1,2,3,1,4,3,2,9,3
1121,Elderly man plays saxophone in a white shirt and white hat sitting in a chair a booth.,A young man plays a trombone.,0,1,0,1,1,2,1,1,2,0,1,2,6,8,4,0,1,0,0,0,0,0,3,0,0,2,0,7,6,0
1122,A guy riding a motorcycle on one wheel.,A girl is playing with her dog.,0,1,0,1,2,1,1,3,0,0,1,1,0,1,6,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1123,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are running along the sidewalk together.,0,0,0,2,0,1,0,0,0,2,0,1,2,7,6,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1124,Two women and a man dressed in Victorian era clothing; the man is gesturing to the women in the red dress.,Three people are dressed in steam punk clothing.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,0,2,1,0,2
1125,A man wearing a blue cap holds a rifle.,The man believes that guns are violent.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,2,2,7,1,2
1126,A boy poses for the camera at a party.,The boy takes a picture.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,0,0,1,0,0,3,1,0,0,5
1127,Some people at the farm working and a man pulling a cart.,No one is at the farm,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,1,0,0,0,2,0,3,2,0,0,2,1,3,2
1128,A white puppy walks down a dirt path trailing his leash on the ground behind him.,The puppy is indoors.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,0,0,1,3,3,1,3,3,2,9,3
1129,A man wearing glasses is reading his cellphone and holding a drink in the other hand.,A guy is reading a paperback and drinking a martini.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,1,0,1,1,0,3,1,0,2,4,7,1,9
1130,Old bald man with a beard sitting down playing the flute.,Old man singing at a karaoke bar.,0,1,0,1,1,2,1,1,2,0,1,2,6,8,4,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
1131,"A group of workers in the desert, two with wheel barrels and two just standing around.",The men are drinking beer at the bar.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1132,A group is letting their political opinion be known.,The people are saying their religious beliefs.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,8
1133,A boy takes a flying leap into the water.,Boy is reading a book,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
1134,Two kids play soccer in a field.,Two kids are throwing a football in a field.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,2,2,1,2,2,1,2,5,7,2
1135,"Kids doing a soccer drill in the soccer field, they are all dress in soccer uniforms except for one boy which is wearing casual clothing.",A woman bakes bread.,0,1,0,2,2,1,1,3,0,2,3,0,2,4,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1136,Several groups of people are in sculling boats on a river.,The cruise ship was on the ocean.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,2,0,0,4,0,1,8,0
1137,A soaked dog is playing in the water.,The dog is dead.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,3,3,2,9,3
1138,A man in a green tie talking to two woman over drinks.,The people are sleeping.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,0,0,2,0,0,2,0,0,4,0,7,2,8
1139,A couple of boys looking in a tan container while a man wearing a large hat and a woman wearing a plaid shirt look to the right.,A snake charmer lulls a snake to sleep at an outdoor carnival.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1140,"Two professional soccer players attempt to reach the ball first, with the fans in the stands looking on from the background.",Two professional hockey players are fighting for the puck.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
1141,Two men in wife beaters sit in front of a bunch of dead birds.,Two men pet a dog.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,0,1,0,0,1,0,0,1,0,0,4,7,8,4
1142,A dancer performing with her panties showing.,The singer is wearing a three piece suit.,0,1,0,1,2,1,1,3,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
1143,A woman in an orange top is demonstrating a karate kick.,The woman kicked a spoon to the moon.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,0,0,0,0,0,3,0,0,0,0,1,8,1
1144,"There are two football players, one wearing a blue and yellow uniform holds the ball, and the other wears a white uniform.",Two basketball players stand face to face.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
1145,Cute little boy in an army shirt blowing a kiss at a small lizard.,The guy in the army shirt spit on the lizard.,0,1,0,2,1,1,2,1,0,4,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1,7,5
1146,A redheaded child is happily swinging in park.,A redheaded child is crying on a see-saw,0,1,0,1,2,1,2,3,0,4,2,1,0,2,6,0,0,0,0,0,0,0,0,0,0,3,1,1,5,5
1147,A person in a black jacket in the middle of the road.,The man will live forever.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,9
1148,Three hockey players in red jerseys are standing together holding hockey sticks.,Three hockey teammates in red dresses are watching TV.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,1,0,0,1,0,0,1,0,9,0,0
1149,A man blows into a tube while standing in front of a man at the drumset on stage.,The men are sitting down and peeling potatoes.,0,0,0,2,0,2,0,0,2,2,0,2,6,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1150,"Rock Band star Matt Doneley rests on a microphone after a long loud concert on Monday held at the Athens center in Las Vegas, Nevada during the April event.",A boy plays a video game.,0,1,1,2,1,0,2,1,1,4,2,4,0,2,9,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1151,A shaven head young man wears headphones and works with a mixing board.,The young man is doing laundry.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
1152,Group of women with headscarves.,womens fighting for some money,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1
1153,People in a subway station waiting for their train.,People are waiting at the airport gate for the plane.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
1154,A person pulls a camel loaded with plants along a road.,A person is sleeping.,0,1,0,1,1,1,1,1,0,0,1,0,1,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1155,Two shirtless men and one fully clothed woman are standing in a body of water in winter.,The water is boiling hot.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,0,1,0,0,1,0,0,4,1,3,4
1156,A snowboarder jumps off a large ramp in the mountains.,There is no snow,0,1,0,1,1,1,1,1,0,0,1,0,8,5,0,0,0,0,0,2,2,3,2,2,4,4,2,8,3,2
1157,Photographers take pictures of a girl sitting in a street.,The girl is standing.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
1158,Two girls are sitting together on a spinning platform.,the girls are standing,0,0,0,2,0,1,0,0,0,4,0,1,2,7,6,0,1,0,0,0,2,0,0,2,0,0,2,6,5,2
1159,A man in a white sweatshirt and dark pants stands close to a girl in a pink sweatshirt and blue jeans on an escalator.,A father and daughter are walking to their car.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,2,0,0,2,0,0,2,1,8,2
1160,Nine men in their swimming gear are in a large pool performing swimming exercises.,A woman sings into a microphone.,0,0,0,2,2,2,0,3,2,2,3,2,6,4,4,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1161,A woman with a blue jacket and black pants is under a black and yellow tent,A woman in a green dress is in line to buy popcorn at a movie theater.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,0,0,0,2,0,0,0,0,0,4,0,7,8,0
1162,An elderly man sitting on a bench near the water,An elderly man is lying in the grass.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,1,0,1,1,0,3,1,0,2,4,7,1,9
1163,Two African-American children playing with water bottles.,The children in the photo are Asian.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,0,2,1,0,2,0,1,5,3,7
1164,An attractive woman in boots is walking and holding a pink umbrella in the rain.,A woman is sleeping on a bench.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1165,a group of surfers catching a wave,Surfers are on the beach.,0,0,0,1,0,1,1,0,0,0,0,0,9,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1166,Tourists board a Vietnamese skiff for a river tour.,the tourists are at home,0,0,0,1,0,2,0,0,2,2,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1167,A band performing on stage while the crowd observes with there hands in the air.,A band performs for nobody at all.,0,0,0,2,0,2,0,0,2,2,0,2,6,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168,"A little boy is in a swimming pool with goggles on, covering his mouth and nose with his hands just above the surface of the water.",Nobody has goggles.,0,1,0,1,1,1,1,1,0,2,2,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5
1169,A beautifully dressed little girl poses in the forest with her walking stick.,The little girl is swinging on the swing.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,6,5,6
1170,A man wearing denim plays a bass against a dun wall.,a woman is sleeping,0,1,0,1,2,1,1,3,0,0,3,0,1,4,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,9
1171,A young man wearing a green T-shirt and a backpack is waiting with some other people for transportation.,A young man is wearing a blue T-shirt.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,1,0,0,1,0,3,1,0,2,4,7,1,9
1172,Two white girls holding up signs advertising for a car wash fundraiser.,Two black girls are holding up a sign advertising a car wash.,0,0,0,2,0,2,0,0,2,2,0,2,2,0,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1173,A woman reading her paper while waiting for the train.,The women is reading a long novel waiting for the train.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
1174,A young man parasailing on the ocean.,The man is water skiing.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
1175,There are many young people climbing stairs with one guy in blue jeans and t-shrt looking back at the cameraman.,The people are sitting at a a table.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1176,Two women sit on blocks underneath an umbrella.,No person in the frame is standing underneath anything at all.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
1177,A woman smokes a cigarette besides an electrical box and a billboard advertising church,A woman smoking a cigar near a restaurant.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,0,0,1,0,0,1,0,1,7,0
1178,"A man is about to catch something, next to the pool, at a pool party.",the woman is at the market,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,0,0,0,2,0,0,2,0,0,4,0,7,2,1
1179,A boy wearing a red shirt and white and aqua surf shorts is looking at a soccer ball on the beach.,The boy is shirtless,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,0,3,5
1180,A man is standing by a table in a banquet room filled with people and tables.,A man is sitting by a table in a bathroom filled with people and tables.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1181,Some boys playing soccer in the sand,The boys are playing football.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,0,2,3,0,2,3,1,5,3,7
1182,Three males are sitting on a sofa with beers on a table in front of them.,Three guys are building a house.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1183,A man and children work on the engine of an old truck.,A man and children are walking in a park.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
1184,Five men playing an interesting sport.,The men are watching a movie together.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1185,A girl laying on a sidewalk.,a girl running down the sidewalk,0,1,0,1,2,1,1,3,0,4,2,1,2,4,6,0,1,0,0,1,0,0,1,0,0,1,0,6,5,6
